,text,summary
66,"Как стало известно “МК”, отсутствие памятника, расположенного у входа в Коломенский завод тяжелых станков, в конце декабря заметила 58-летняя женщина-дворник, которая около 6.00 пришла убирать вверенную ей территорию. В милицию о происшествии было сообщено лишь после окончания праздников. Приехавшие на место стражи порядка вскоре нашли очевидца похищения. Продавец круглосуточной палатки пояснил, что как раз работал в ту ночь, когда около 3.30 к памятнику подъехал “КамАЗ”, в кабине которого находилось двое мужчин. Также к месту подъехал автокран под управлением гражданина азиатской наружности. Памятник демонтировали в считанные минуты и увезли. К слову, сам очевидец поначалу решил, что скульптуру убрали по распоряжению местных властей. Того же мнения были и сотрудники завода.","Того же мнения были и сотрудники завода. Приехавшие на место стражи порядка вскоре нашли очевидца похищения. Как стало известно “МК”, отсутствие памятника, расположенного у входа в Коломенский завод тяжелых станков, в конце декабря заметила 58-летняя женщина-дворник, которая около 6.00 пришла убирать вверенную ей территорию. "
67,"Им не придется больше обязательно показываться на глаза своему участковому терапевту. Соответствующее решение вынес во вторник Верховный суд РФ. Как сообщил “МК” генеральный директор Сибирского НИИ “Центр-Сирена” академик Марк Карафинка, поводом для обращения в Верховный суд стала давняя война между коммерческой и муниципальной медициной. Поскольку справки для получения водительских прав и лицензии на право приобретения оружия приносят серьезный доход (в крупных городах это примерно 1 миллион рублей в день), власти в некоторых регионах решили “устранить конкурентов” из частных клиник. Они ссылались на то, что в форме справки на освидетельствование сказано, что человека должен осмотреть именно участковый врач-терапевт. Тем самым, по мнению некоторых руководителей региональных учреждений здравоохранения, право на освидетельствование как бы автоматически закреплялось именно за государственными поликлиниками по месту жительства. Оспорить эту справку и решили специалисты НИИ. И высшие судьи с ними согласились. Они признали незаконным требование проходить освидетельствование именно у участкового специалиста.",Они признали незаконным требование проходить освидетельствование именно у участкового специалиста. И высшие судьи с ними согласились. Оспорить эту справку и решили специалисты НИИ. 
68,"Свой профессиональный праздник — День российской печати — отмечают сегодня труженики пера. Журналисты относятся к той части человечества, которой только дай повод что-нибудь отпраздновать. Но сегодняшний “красный день календаря” СМИ встречают не в самом радужном настроении. Как и все остальные жители планеты Земля, мы страдаем от мирового экономического кризиса. Вдобавок на него наложился кризис отраслевой: все более популярным становится мнение, что Интернет скоро сделает бумажные СМИ таким же анахронизмом, как керосиновый примус или извозчичья упряжка. Но вот руководитель Федерального агентства по печати и массовым коммуникациям Михаил Сеславинский убежден, что для паники нет оснований. — Михаил Вадимович, не убьет ли Интернет бумажную прессу? — В сущности, подобное мнение существовало, даже когда еще не было Интернета. Когда появился кинематограф, все стали стонать: скоро он убьет театр. Когда появилось телевидение, все стали говорить: “ящик” убьет и театр, и кинематограф. А уж когда появился Интернет, список его потенциальных жертв сразу включил в себя не только по-прежнему живехонькие театр и кинематограф, но и ТВ и печатные СМИ — все что только можно. Жизнь показала, что мир разнообразен и гораздо менее предсказуем, чем нам кажется. Читатели, конечно, уходят в новые отрасли СМИ. И традиционной прессе каждый день приходится ломать голову, что бы такого предложить аудитории, чтобы она по-прежнему отдавала свои деньги за экземпляр газеты. Но мне кажется, что пока мировая индустрия прессы справляется с этим вызовом. — А не выдаете ли вы желаемое за действительное? Ведь сейчас по всему миру трясет даже столпы бумажной прессы. Например, “Нью-Йорк таймс” недавно даже свое здание продала, чтобы избежать банкротства. — Задача для газет состоит в том, чтобы успешно сочетать печатную версию с онлайновой. Уже сейчас в мире не осталось ни одной успешной газеты, которая бы не имела мощного интернет-портала. Почему я уверен, что в конечном итоге в наличии не останутся только эти самые интернет-порталы? Да, Интернет завораживает и притягивает к себе наиболее продвинутую часть аудитории. Это, кстати, ударило не только по газетам, но и по ТВ. В крупных городах, типа Москвы и Санкт-Петербурга, в среде продвинутой молодежи стало модным заявлять: у меня дома нет телевизора. Но привычка “шуршать страницами” уже давно стала частью человеческой натуры. Это дает людям ощущение комфорта. Не думаю, что человечество готово от этого отказаться. — Газеты во всем мире либо уже потеряли, либо теряют молодежную аудиторию. Не уйдем ли мы в прошлое вместе со сменой поколений? — Помните мудрое изречение о том, что “молодость — единственный недостаток, который быстро проходит”? Когда молодой человек тусуется, учится, пишет рефераты, он пользуется прежде всего Интернетом. Но рано или поздно неизбежен его переход во взрослую жизнь. С возрастом человек становится все более консервативным и неизбежно пытается “вернуться к истокам”. Он тянется ко всему, что связано с представлениями о доме. Газеты — часть этого представления. — Одна из главных проблем для интернет-СМИ — как получать доход от своей деятельности. Крупнейший мировой медиамагнат Руперт Мэрдок намерен сделать платным доступ к своим интернет-сайтам. У него выгорит? — Я не берусь учить Мэрдока бизнесу. Но сегодня Интернет уже слишком велик и в нем слишком развит бесплатный сегмент. Поэтому идея Мэрдока на грани невозможного. Задача заработать в Интернете деньги за счет платного доступа к информации реальна разве что для информационных агентств, чьи основные потребители — юридические лица. Физических лиц можно заставить раскошелиться только за дополнительные услуги. — Можно ли подвести итоги: насколько российские СМИ держат удар мирового экономического кризиса? — Мы прогнозировали, что во время кризиса закроется несколько десятков газет и журналов. Так оно и случилось. Около 60 федеральных изданий приказали долго жить. В целом массовый читатель этого не заметил. Большинство “жертв” находилось в жесткой конкуренции друг с другом. Например, в предкризисные годы глянцевые журналы очень стремительно распространялись в нашей стране. И предложения почитать о красивой жизни и внять “десяти советам, как разговаривать с мужем” или “пятнадцати советам, как разговаривать с женой” переполнили корзину предложения. В основном читатели остались верны той прессе, что предлагает им комплексный набор информации. — Путин как-то заявил, что основа независимости СМИ может быть только экономической. Как идет посткризисное восстановление рекламного рынка? — Это сегодня ключевой вопрос. Мы идем в русле западных тенденций. Большую часть своих доходов СМИ получает не столько от подписки и продажи, сколько от рекламы. К сожалению, восстановление рекламного рынка идет не теми темпами, какими бы нам хотелось. Ну и самые пессимистические прогнозы тоже не оправдались. В общей сложности рынок упал на 30%. Дно было достигнуто в январе-феврале 2009 года. С тех пор медленными темпами — по 1—2% в месяц — идет восстановление. Когда мы достигнем докризисного уровня, сказать невозможно. Судьба российского рекламного рынка полностью зависит от темпов восстановления экономики страны в целом. — Считается, что кризис — это всегда возможность для обновления и нового роста. Пользуются ли российские СМИ этим шансом? — Пытаются пользоваться. Но сказать, что идет волна модернизации, я не могу. Мы живем в рыночной среде менее чем двадцать лет. В новой жизни российская индустрия СМИ проходит всего лишь через второй кризис. У западной прессы есть опыт модернизации самих себя в период экономических потрясений. А у нас нет. Управленческие кадры, которые могли бы сказать: “В период схожего кризиса 70-х мы делали то-то и то-то” — в России просто отсутствуют. — А насколько сильно наши СМИ сейчас отстали от западных? — У нас есть серьезное качественное неравенство. Масса районных газет до сих пор выходит на станках 60-х годов. Слепая печать на плохой газетной бумаге не должна существовать в XXI веке. Но меня очень беспокоит другая проблема. У нас мало тех обозревателей, с которыми читателям хочется сверять свою жизненную позицию. Я замечаю, что в моем достаточно интеллектуальном кругу общения все реже звучит вопрос: “А ты читал сегодня в газете “икс” статью “игрека”?” “МК” в этом отношении — одно из очень редких исключений. — Согласно отчету вашего ведомства, в 2008 году доля спама в почтовом трафике Рунета колебалась в районе 80 или 83%. Так и хочется воскликнуть: доколе? — У меня на этот счет существует личная точка зрения — жуткая и недостойная государственного чиновника. Да, спам, как поток, вторгающийся в нашу личную жизнь, — полное безобразие. Но я не считаю спам страшным злом. За счет спама существует гигантский рынок услуг и мелкого бизнеса. С точки зрения экономики страны в этом есть и плюсы. — А то, что многомиллиардный спамовский бизнес не платит налоги, — тоже плюс с точки зрения экономики? — Заставлять всех платить налоги — это задача финансовой разведки и налоговой службы. Скажу еще одну вещь, которую, как государственный чиновник, я, наверное, говорить не должен. 15 лет тому назад в стране практически не было лицензионных компьютерных программ. Все ставили на свои компьютеры пиратское программное обеспечение. Это было, конечно, неправильно. Но за счет пиратского софта мы сумели догнать развитые страны. Сегодня покупать лицензионные компьютерные программы — признак хорошего тона, а борьба с пиратством набирает обороты. В какой-то степени спам — тоже болезнь роста. — В уже упомянутом вашем отчете заявлено, что главные враги свободной прессы России не чиновники, а связанные с бизнесом “группы интересов”. Не является ли это попыткой отлакировать действительность? — В газетной среде об этом не очень принято говорить. Но в сфере бизнеса сплошь и рядом существуют специальные бюджеты на “серую” работу со СМИ. Существует практика постановки “блока” на негативные материалы. Более того, сплошь и рядом интернетчики и газетчики сами идут к чиновнику с тем же предложением: платите нам деньги за “информационное обслуживание”, а мы не будем о вас писать ничего плохого. Такая практика докатилась даже до глубинки. Недавно я был на своей малой родине — в городе Дзержинске Нижегородской области. И мэр подробно мне рассказал, сколько предложений подобного рода ему поступает от разных изданий. Понятно, что это болезнь не только прессы, но и всего общества. — “Заказуха” — это болезнь роста, которая потом уйдет, или, наоборот, будущее российской журналистики? — Это зависит от общих тенденций развития России. Если страна с каждым годом будет становиться все более цивилизованной, это будет уходить. Вспомним, что 15 лет назад из себя представляла Москва: железные киоски на Новом Арбате с поддельным шампунем, толпы девушек легкого поведения напротив Государственной думы и прочие прелести. Сейчас это все в прошлом. Надеюсь, что то же самое случится и с обсуждаемой нами проблемой.",Но меня очень беспокоит другая проблема. Так и хочется воскликнуть: доколе? Мы идем в русле западных тенденций. 
69,"А такие структуры в ближайшее время будут расформированы. Как стало известно “МК”, утвержден новый приказ Минюста России, определяющий порядок формирования и деятельности самодеятельных организаций осужденных в исправительных учреждениях. До сих пор в каждой колонии существовали секции дисциплины и порядка, которые формировались из числа осужденных. Одной из главных их задач было содействие администрации учреждения в соблюдении другими арестантами правил внутреннего распорядка. При этом сами члены секции пользовались определенными привилегиями. Поскольку остальным осужденным работа таких секций пришлась не по вкусу (активисты часто издевались над товарищами по несчастью и вообще вели себя вызывающе), решено было упразднить их. Кроме того, новый приказ запрещает членам любых самодеятельных организаций осуществлять командно-распорядительные и контрольные функции в отношении других осужденных.","Поскольку остальным осужденным работа таких секций пришлась не по вкусу (активисты часто издевались над товарищами по несчастью и вообще вели себя вызывающе), решено было упразднить их. А такие структуры в ближайшее время будут расформированы. При этом сами члены секции пользовались определенными привилегиями. "
70,"Как стало известно “МК”, утвержден порядок исчисления среднего заработка при назначении пособия по беременности и родам, по уходу за ребенком отдельным категориям россиян. Ежемесячное пособие по уходу за ребенком им будет исчисляться исходя из среднего (за последние 12 месяцев) денежного довольствия. Примечательно, что если оклады таким дамам повысят задним числом, как это обычно делается, то и размер пособия автоматически вырастет. Что касается пособия по беременности и родам, то оно для женщин в погонах выплачивается в размере денежного довольствия, в которое включаются все ежемесячные выплаты, предусмотренные федеральными законами, указами Президента РФ, постановлениями правительства. В новом документе также говорится о назначении ежемесячного пособия россиянам, уволенным в период отпуска по уходу за ребенком в связи с ликвидацией предприятия. К этой категории отнесли также граждан, прекративших деятельность в качестве индивидуального предпринимателя, частного нотариуса, адвоката и т.п. Им средний заработок не исчисляется, а при назначении пособия учитывается размер выплаты, которую они получали по последнему месту работы.","Что касается пособия по беременности и родам, то оно для женщин в погонах выплачивается в размере денежного довольствия, в которое включаются все ежемесячные выплаты, предусмотренные федеральными законами, указами Президента РФ, постановлениями правительства. К этой категории отнесли также граждан, прекративших деятельность в качестве индивидуального предпринимателя, частного нотариуса, адвоката и т.п. В новом документе также говорится о назначении ежемесячного пособия россиянам, уволенным в период отпуска по уходу за ребенком в связи с ликвидацией предприятия. "
71,"Как сообщили “МК” в мэрии Москвы, перечень, утвержденный градоначальниками в 2008 году, включал 207 профессий. В новый перечень (он начал действовать с 1 января) вошли 35 должностей, занимая которые при работе в бюджетных учреждениях, пенсионеры смогут получать городские пенсионные доплаты. В их числе библиотекарь, воспитатель, водитель, дворник, курьер, посудомойщик, массажист, соцработник, фельдшер, в том числе ветеринарный, и др.","Как сообщили “МК” в мэрии Москвы, перечень, утвержденный градоначальниками в 2008 году, включал 207 профессий. В их числе библиотекарь, воспитатель, водитель, дворник, курьер, посудомойщик, массажист, соцработник, фельдшер, в том числе ветеринарный, и др. В новый перечень (он начал действовать с 1 января) вошли 35 должностей, занимая которые при работе в бюджетных учреждениях, пенсионеры смогут получать городские пенсионные доплаты. "
72,"Как сообщили “МК” в аппарате Белого дома, до сих пор во время медико-социальной экспертизы одновременно устанавливали человеку и группу инвалидности, и степень ограничения способности к трудовой деятельности. Причем на один и тот же срок. А поскольку выплаты зависели от степени утраты трудоспособности, показывать себя адаптированными гражданами инвалидам стало невыгодно. Чиновники, со своей стороны, старались понизить степень потери трудоспособности, чтобы уменьшить ежемесячные выплаты инвалиду. С этого года выплаты не будут зависеть от степени трудоспособности. А определять такой показатель перестанут.","Как сообщили “МК” в аппарате Белого дома, до сих пор во время медико-социальной экспертизы одновременно устанавливали человеку и группу инвалидности, и степень ограничения способности к трудовой деятельности. А поскольку выплаты зависели от степени утраты трудоспособности, показывать себя адаптированными гражданами инвалидам стало невыгодно. Чиновники, со своей стороны, старались понизить степень потери трудоспособности, чтобы уменьшить ежемесячные выплаты инвалиду. "
73,"Соответствующий законопроект должны на днях рассмотреть московские думцы. Как сообщили “МК” в Департаменте природопользования и охраны окружающей среды столицы, “памятный” статус присваивается особо ценным для города природным объектам. Причем ценны не только они сами, но и окружающие их природные сообщества. Практика показывает, что даже отдельные деревья создают вокруг себя полноценную экосистему. В этот раз звания “памятник” были удостоены дубы на улицах Таганка и Большой Дорогомиловской. Также охранный статус получили березовая роща на ул. Маршала Захарова и Всехсвятская роща в СЗАО. НОВЫЕ ПАМЯТНИКИ ПРИРОДЫ МОСКВЫ: 1) Вашутинское мезотрофное болото в районе Молжаниновский; 2) Молжаниновское верховое болото; 3) Кожуховский родник на реке Рудневке в районе Косино-Ухтомский; 4) Родник с двумявыходами в долине реки Пономарки в Кузьминском лесопарке; 5) два родника на правом берегу Нижнего Царицынского пруда; 6) два родника на южном берегу Борисовского пруда; 7) родник в нижней части Дьяковского оврага в Коломенском; 8) родники на правом берегу Верхнего Царицынского пруда; 9) родник в Ясенево (Соловьиный пр., вл. 4) - N 12 (19); 10) три родника в долине реки Чертановки в Битцевском лесу; 11) два родника в ""Каменной Клетве"" на Крылатских холмах; 12) родник в левом борту оврага на Воробьевых горах; 13) родник в овраге в Фили-Кунцевском лесопарке (напротив д.14, корп. 3 по 1-й Крылатской ул.); 14) родник у основания правобережного склона долины реки Сетунь (к югу от д. 17 по ул. Вересаева); 15) родник на крутом склоне в Фили-Кунцевском лесопарке; 16) родник у подножья надоползневого уступа на Воробьевых горах; 17) родник у подножья оползневого склона в Фили-Кунцевском лесопарке; 18) родник ниже памятника Герцену и Огареву на Воробьевых горах; 19) два родника на берегу реки Москвы ниже Карамышевского моста (напротив Карамышевской наб., вл. 20-24); 20) родник на Карамышевском берегу реки Москвы; 21) родник в левобережной части долины реки Сходни ниже Озерной аллеи; 22) родник в правобережной части поймы реки Каменки выше устья Кукуевской балки; 23) родник в правобережной части долины реки Сходни ниже стадиона ""Ангстрем""; 24) родник на левом берегу реки Горетовки в деревне Рожки к юго-западу от д. 17; 25) родник на левом берегу реки Горетовки вблизи западной границы города Зеленограда; 27) родник на левом берегу реки Ржавки напротив устья ручья Левая Ржавка; 28) родник на левом берегу реки Ржавки ниже Сосновой аллеи; 29) родник на правом берегу ручья Левая Ржавка; 30) дуб на ул. Таганская, д. 15А; 32) старовозрастный дуб по ул. Б.Дорогомиловская, д.12, стр.1; 31) березовая роща по ул. Маршала Захарова около вл. 80; 33) Всехсвятская Роща (Северо-Западный административный округ).","3 по 1-й Крылатской ул. Таганская, д. Соответствующий законопроект должны на днях рассмотреть московские думцы. "
74,"Пожилой местный житель ранил из карабина зятя, а потом выстрелил себе в голову. Как стало известно “МК”, 63-летний пенсионер проживал в своем доме вместе с дочерью, зятем и внуком. Отношения между мужчинами были напряженными. По мнению пожилого гражданина, муж дочери был лентяем и не обеспечивал семью должным образом. Сам “тунеядец” считал, что денег, которые он зарабатывал время от времени на различных подработках, хватает. В роковой день пенсионер, увидев, что зять без дела лежит на диване, в очередной раз сделал ему замечание. На что мужчина послал пожилого родственника матом. Оскорбленный хозяин бросился в свою комнату, достал охотничий карабин и, вернувшись, с ходу выстрелил в обидчика. Дробь угодила зятю в правое бедро. Мужчина лишился чувств. А пенсионер, полагая, что убил родственника, незамедлительно выстрелил себе в голову. Мертвого отца и истекающего кровью мужа обнаружила вернувшаяся с работы дочь пенсионера. Раненого мужчину доставили в больницу. В СКП РФ по Московской области пояснили, что по факту проводится проверка.",На что мужчина послал пожилого родственника матом. Мужчина лишился чувств. Отношения между мужчинами были напряженными. 
75,"Как стало известно “МК”, некоторое время назад к стражам порядка обратилась 56-летняя пенсионерка. Женщина заявила, что к ней стали приходить письма от одного из местных банков с требованием возвратить взятый кредит. Дама действительно брала наличные под проценты, однако уже расплатилась с учреждением. Милиционеры отправились в банк, но им показали договор, в котором были проставлены все реквизиты и указаны паспортные данные кредиторши. Впрочем, сравнив два договора, блюстители закона заметили, что подписи на экземплярах разные. В ходе проверки также выяснилось, что договор с женщиной заключала 23-летняя руководитель отдела кредитования банка. Оказалось, что дамочка, воспользовавшись данными пенсионерки, оформила на нее еще один кредит. К слову, банковская служащая несколько месяцев беззастенчиво пользовалась данными клиентов, ранее оформлявших кредитные договоры. Таким образом, граждане, сами того не ведая, “приобретали” бытовую технику, мобильные телефоны и оргтехнику. К моменту задержания сотрудница банка оформила порядка 20 кредитов и завладела суммой около полумиллиона рублей.","Таким образом, граждане, сами того не ведая, “приобретали” бытовую технику, мобильные телефоны и оргтехнику. Милиционеры отправились в банк, но им показали договор, в котором были проставлены все реквизиты и указаны паспортные данные кредиторши. К слову, банковская служащая несколько месяцев беззастенчиво пользовалась данными клиентов, ранее оформлявших кредитные договоры. "
76,"Страшные подробности катастрофы вертолета “МИ-8”, разбившегося 29 декабря прошлого года, стали известны во вторник. Командир воздушного судна Альберт Будников погиб, как выяснилось, не в результате полученных травм, как сообщалось ранее, а… покончил жизнь самоубийством. Напомним, что вертолет “МИ-8”, который совершал коммерческий рейс из поселка Анавгай в поселок Тигиль, рухнул из-за отказа левого двигателя, обледенения и перегруза. В результате катастрофы двое членов экипажа получили травмы, командир погиб — так изначально сообщило следствие. Однако во вторник представитель Дальневосточного следственного управления на транспорте заявил, что командир покончил жизнь самоубийством. По информации источников, близких к следствию, эта трагедия произошла сразу после крушения вертолета. Бортмеханик Андрей Гажаев и второй пилот Михаил Егоров получили многочисленные открытые переломы ног. Из-за серьезных травм пилоты не могли самостоятельно передвигаться. Первым им на помощь пришел командир судна Альберт Будников, который практически не пострадал. Он вытащил из разбитого вертолета второго пилота, пытался оказать помощь бортмеханику, но тот испытывал сильнейшие боли. После падения и от вида искалеченных товарищей Будников испытал сильный шок. В какой-то момент пилот оставил своих коллег и отошел в сторону. Когда раненые пилоты потеряли командира из вида, они начали его звать. Но тот не откликался. Прибывшие позже спасатели обнаружили Будникова у хвостовой части вертолета. Командир висел на оторванной хвостовой балке. Было предположение, что его могло отбросить туда при ударе машины о землю. И лишь позже, после экспертизы, стало ясно, что Будников покончил с собой. Комментарий эксперта Михаил ВИНОГРАДОВ, психиатр-криминалист: Скорее всего командир “МИ-8” был человеком пунктуальным, педантичным, очень ответственным. Такие люди всегда принимают на себя чужую беду, во всем винят только себя. Он не мог перенести в первую очередь личного позора, потом уже позора обвинения. К тому же он не знал, выживут ли его товарищи. Это не такое частое явление, но все же такие случаи были в афганскую кампанию, во время Великой Отечественной войны. Но чаще всего так поступали офицеры царской армии. Тогда это был своеобразный стиль поведения интеллигенции.","В какой-то момент пилот оставил своих коллег и отошел в сторону. Когда раненые пилоты потеряли командира из вида, они начали его звать. Из-за серьезных травм пилоты не могли самостоятельно передвигаться. "
